B2dec,B3dec,B4dec,B5dec,B6dec,B7dec,B8dec,B8Adec,B11dec,B12dec,B2jan,B3jan,B4jan,B5jan,B6jan,B7jan,B8jan,B8Ajan,B11jan,B12jan
1139.0,1060.0555555555557,1026.888888888889,1327.5,1826.1666666666667,2145.222222222222,2129.6666666666665,2532.3333333333335,2447.8888888888887,1408.6666666666667,1139.0,1060.0555555555557,1026.888888888889,1327.5,1826.1666666666667,2145.222222222222,2129.6666666666665,2532.3333333333335,2447.8888888888887,1408.6666666666667
1145.2777777777778,1066.9444444444443,1046.388888888889,1367.6666666666667,1876.0,2211.8333333333335,2215.9444444444443,2605.5,2526.8333333333335,1441.1666666666667,1145.2777777777778,1066.9444444444443,1046.388888888889,1367.6666666666667,1876.0,2211.8333333333335,2215.9444444444443,2605.5,2526.8333333333335,1441.1666666666667
1152.5555555555557,1076.2777777777778,1131.5,1392.5555555555557,1863.2777777777778,2182.3888888888887,2179.8888888888887,2612.5555555555557,2772.3888888888887,1629.2777777777778,1152.5555555555557,1076.2777777777778,1131.5,1392.5555555555557,1863.2777777777778,2182.3888888888887,2179.8888888888887,2612.5555555555557,2772.3888888888887,1629.2777777777778
1165.6666666666667,1082.3333333333333,1175.1666666666667,1411.2222222222222,1831.611111111111,2162.0555555555557,2136.8333333333335,2573.1111111111113,2964.0555555555557,1808.7222222222222,1165.6666666666667,1082.3333333333333,1175.1666666666667,1411.2222222222222,1831.611111111111,2162.0555555555557,2136.8333333333335,2573.1111111111113,2964.0555555555557,1808.7222222222222
1212.0,1137.2222222222222,1290.8333333333333,1477.111111111111,1851.2777777777778,2180.277777777778,2143.0,2595.222222222222,3217.5,2050.5,1212.0,1137.2222222222222,1290.8333333333333,1477.111111111111,1851.2777777777778,2180.277777777778,2143.0,2595.222222222222,3217.5,2050.5
1223.2777777777778,1143.1666666666667,1309.9444444444443,1481.3333333333333,1821.0555555555557,2126.5,2121.1666666666665,2529.0,3246.6111111111113,2119.9444444444443,1223.2777777777778,1143.1666666666667,1309.9444444444443,1481.3333333333333,1821.0555555555557,2126.5,2121.1666666666665,2529.0,3246.6111111111113,2119.9444444444443
1188.6666666666667,1075.6666666666667,1167.111111111111,1360.5,1641.0,1896.4444444444443,1894.1666666666667,2238.222222222222,2917.0,1957.3333333333333,1188.6666666666667,1075.6666666666667,1167.111111111111,1360.5,1641.0,1896.4444444444443,1894.1666666666667,2238.222222222222,2917.0,1957.3333333333333
1195.5,1085.9444444444443,1180.2222222222222,1368.1666666666667,1636.2222222222222,1852.2222222222222,1878.611111111111,2180.1111111111113,2711.0,1787.0,1195.5,1085.9444444444443,1180.2222222222222,1368.1666666666667,1636.2222222222222,1852.2222222222222,1878.611111111111,2180.1111111111113,2711.0,1787.0
1191.111111111111,1103.3333333333333,1201.2222222222222,1429.0,1807.0555555555557,2084.0,2053.6666666666665,2443.277777777778,2722.5555555555557,1623.5555555555557,1191.111111111111,1103.3333333333333,1201.2222222222222,1429.0,1807.0555555555557,2084.0,2053.6666666666665,2443.277777777778,2722.5555555555557,1623.5555555555557
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1201.5555555555557,1147.8333333333333,1276.0555555555557,1495.111111111111,1922.111111111111,2243.5555555555557,2198.8888888888887,2576.6666666666665,2747.0555555555557,1706.7777777777778,1201.5555555555557,1147.8333333333333,1276.0555555555557,1495.111111111111,1922.111111111111,2243.5555555555557,2198.8888888888887,2576.6666666666665,2747.0555555555557,1706.7777777777778
1233.4444444444443,1172.9444444444443,1287.388888888889,1510.388888888889,1964.7777777777778,2272.1666666666665,2183.777777777778,2640.3888888888887,2770.1111111111113,1793.5,1233.4444444444443,1172.9444444444443,1287.388888888889,1510.388888888889,1964.7777777777778,2272.1666666666665,2183.777777777778,2640.3888888888887,2770.1111111111113,1793.5
1250.7777777777778,1212.1666666666667,1375.5555555555557,1604.7222222222222,2072.222222222222,2392.9444444444443,2311.1666666666665,2740.722222222222,2972.0,1913.0555555555557,1250.7777777777778,1212.1666666666667,1375.5555555555557,1604.7222222222222,2072.222222222222,2392.9444444444443,2311.1666666666665,2740.722222222222,2972.0,1913.0555555555557
1250.611111111111,1216.611111111111,1401.611111111111,1638.2777777777778,2157.1666666666665,2502.4444444444443,2434.8333333333335,2848.777777777778,3080.3333333333335,1911.6666666666667,1250.611111111111,1216.611111111111,1401.611111111111,1638.2777777777778,2157.1666666666665,2502.4444444444443,2434.8333333333335,2848.777777777778,3080.3333333333335,1911.6666666666667
1263.111111111111,1217.0555555555557,1390.388888888889,1619.611111111111,2083.6111111111113,2405.5555555555557,2382.0555555555557,2775.4444444444443,2997.8888888888887,1905.0,1263.111111111111,1217.0555555555557,1390.388888888889,1619.611111111111,2083.6111111111113,2405.5555555555557,2382.0555555555557,2775.4444444444443,2997.8888888888887,1905.0
1241.9444444444443,1155.5,1310.1666666666667,1567.111111111111,1981.7777777777778,2300.6666666666665,2296.9444444444443,2717.0555555555557,2940.777777777778,1926.8333333333333,1241.9444444444443,1155.5,1310.1666666666667,1567.111111111111,1981.7777777777778,2300.6666666666665,2296.9444444444443,2717.0555555555557,2940.777777777778,1926.8333333333333
1297.5,1242.4444444444443,1440.2222222222222,1650.0,2088.777777777778,2395.222222222222,2392.8333333333335,2767.0555555555557,3068.5555555555557,2205.3888888888887,1297.5,1242.4444444444443,1440.2222222222222,1650.0,2088.777777777778,2395.222222222222,2392.8333333333335,2767.0555555555557,3068.5555555555557,2205.3888888888887
1349.3333333333333,1348.5,1566.7222222222222,1764.7777777777778,2232.1666666666665,2556.6111111111113,2465.6111111111113,2886.0,3240.9444444444443,2428.3888888888887,1349.3333333333333,1348.5,1566.7222222222222,1764.7777777777778,2232.1666666666665,2556.6111111111113,2465.6111111111113,2886.0,3240.9444444444443,2428.3888888888887
1363.9444444444443,1362.0,1597.0,1738.6666666666667,2224.277777777778,2560.5,2507.1111111111113,2907.8888888888887,3207.5,2300.3888888888887,1363.9444444444443,1362.0,1597.0,1738.6666666666667,2224.277777777778,2560.5,2507.1111111111113,2907.8888888888887,3207.5,2300.3888888888887
1246.5555555555557,1211.7777777777778,1359.7777777777778,1597.0,2101.8888888888887,2458.8888888888887,2414.8888888888887,2847.722222222222,2996.3333333333335,1875.2777777777778,1246.5555555555557,1211.7777777777778,1359.7777777777778,1597.0,2101.8888888888887,2458.8888888888887,2414.8888888888887,2847.722222222222,2996.3333333333335,1875.2777777777778
1228.8333333333333,1182.388888888889,1328.888888888889,1551.3333333333333,2057.1111111111113,2432.1111111111113,2373.0,2824.5,2869.4444444444443,1721.9444444444443,1228.8333333333333,1182.388888888889,1328.888888888889,1551.3333333333333,2057.1111111111113,2432.1111111111113,2373.0,2824.5,2869.4444444444443,1721.9444444444443
1220.9444444444443,1180.8333333333333,1338.0,1566.7222222222222,2077.8333333333335,2460.277777777778,2410.3333333333335,2848.722222222222,2820.9444444444443,1626.7222222222222,1220.9444444444443,1180.8333333333333,1338.0,1566.7222222222222,2077.8333333333335,2460.277777777778,2410.3333333333335,2848.722222222222,2820.9444444444443,1626.7222222222222
1262.6666666666667,1219.7222222222222,1441.0,1656.0555555555557,2125.277777777778,2496.9444444444443,2443.9444444444443,2891.9444444444443,3105.3888888888887,1901.388888888889,1262.6666666666667,1219.7222222222222,1441.0,1656.0555555555557,2125.277777777778,2496.9444444444443,2443.9444444444443,2891.9444444444443,3105.3888888888887,1901.388888888889
1250.5555555555557,1216.2777777777778,1411.7777777777778,1653.6666666666667,2141.0555555555557,2525.0555555555557,2456.0,2927.277777777778,3103.1666666666665,1964.0555555555557,1250.5555555555557,1216.2777777777778,1411.7777777777778,1653.6666666666667,2141.0555555555557,2525.0555555555557,2456.0,2927.277777777778,3103.1666666666665,1964.0555555555557
1219.2222222222222,1184.388888888889,1347.0555555555557,1592.3333333333333,2101.6111111111113,2448.722222222222,2395.8888888888887,2883.722222222222,2978.8333333333335,1844.9444444444443,1219.2222222222222,1184.388888888889,1347.0555555555557,1592.3333333333333,2101.6111111111113,2448.722222222222,2395.8888888888887,2883.722222222222,2978.8333333333335,1844.9444444444443
1239.7777777777778,1205.2777777777778,1378.7777777777778,1583.7777777777778,2024.388888888889,2345.0,2277.0555555555557,2705.5,2963.6666666666665,1825.7777777777778,1239.7777777777778,1205.2777777777778,1378.7777777777778,1583.7777777777778,2024.388888888889,2345.0,2277.0555555555557,2705.5,2963.6666666666665,1825.7777777777778
1227.388888888889,1181.111111111111,1326.6666666666667,1540.6666666666667,1977.9444444444443,2274.777777777778,2211.3888888888887,2624.277777777778,2957.1111111111113,1801.2222222222222,1227.388888888889,1181.111111111111,1326.6666666666667,1540.6666666666667,1977.9444444444443,2274.777777777778,2211.3888888888887,2624.277777777778,2957.1111111111113,1801.2222222222222
1236.4444444444443,1192.2777777777778,1337.9444444444443,1554.3333333333333,2024.9444444444443,2324.5,2277.9444444444443,2663.222222222222,2962.8888888888887,1798.5,1236.4444444444443,1192.2777777777778,1337.9444444444443,1554.3333333333333,2024.9444444444443,2324.5,2277.9444444444443,2663.222222222222,2962.8888888888887,1798.5
1236.611111111111,1192.388888888889,1339.888888888889,1544.7777777777778,1997.2777777777778,2288.9444444444443,2200.1666666666665,2618.8888888888887,2968.0,1804.5,1236.611111111111,1192.388888888889,1339.888888888889,1544.7777777777778,1997.2777777777778,2288.9444444444443,2200.1666666666665,2618.8888888888887,2968.0,1804.5
1254.2777777777778,1209.6666666666667,1390.5,1591.4444444444443,2008.0555555555557,2325.777777777778,2264.5,2647.3888888888887,3067.5555555555557,1930.2777777777778,1254.2777777777778,1209.6666666666667,1390.5,1591.4444444444443,2008.0555555555557,2325.777777777778,2264.5,2647.3888888888887,3067.5555555555557,1930.2777777777778
1253.3333333333333,1207.0,1364.611111111111,1605.6666666666667,2042.388888888889,2382.222222222222,2326.0555555555557,2725.5,3103.0,1990.0555555555557,1253.3333333333333,1207.0,1364.611111111111,1605.6666666666667,2042.388888888889,2382.222222222222,2326.0555555555557,2725.5,3103.0,1990.0555555555557
1292.9444444444443,1268.611111111111,1465.2777777777778,1680.2222222222222,2125.0555555555557,2473.4444444444443,2421.222222222222,2834.8888888888887,3232.5555555555557,2167.277777777778,1292.9444444444443,1268.611111111111,1465.2777777777778,1680.2222222222222,2125.0555555555557,2473.4444444444443,2421.222222222222,2834.8888888888887,3232.5555555555557,2167.277777777778
1304.8333333333333,1282.5,1501.0555555555557,1727.6666666666667,2176.0555555555557,2529.0,2471.4444444444443,2886.6666666666665,3205.1666666666665,2196.1111111111113,1304.8333333333333,1282.5,1501.0555555555557,1727.6666666666667,2176.0555555555557,2529.0,2471.4444444444443,2886.6666666666665,3205.1666666666665,2196.1111111111113
1275.2222222222222,1231.1666666666667,1419.4444444444443,1670.6666666666667,2157.9444444444443,2496.6666666666665,2431.4444444444443,2881.8888888888887,3022.9444444444443,2041.4444444444443,1275.2222222222222,1231.1666666666667,1419.4444444444443,1670.6666666666667,2157.9444444444443,2496.6666666666665,2431.4444444444443,2881.8888888888887,3022.9444444444443,2041.4444444444443
1232.7222222222222,1192.2222222222222,1282.1666666666667,1619.0,2211.1111111111113,2582.5555555555557,2512.6666666666665,2923.3333333333335,2899.8888888888887,1886.8333333333333,1232.7222222222222,1192.2222222222222,1282.1666666666667,1619.0,2211.1111111111113,2582.5555555555557,2512.6666666666665,2923.3333333333335,2899.8888888888887,1886.8333333333333
1221.3333333333333,1171.5555555555557,1329.1666666666667,1640.7777777777778,2173.6666666666665,2546.4444444444443,2450.222222222222,2916.0,2870.0,1812.388888888889,1221.3333333333333,1171.5555555555557,1329.1666666666667,1640.7777777777778,2173.6666666666665,2546.4444444444443,2450.222222222222,2916.0,2870.0,1812.388888888889
1181.5,1127.8333333333333,1333.0555555555557,1602.2777777777778,2071.5555555555557,2418.9444444444443,2392.3888888888887,2820.6111111111113,2650.1666666666665,1525.7777777777778,1181.5,1127.8333333333333,1333.0555555555557,1602.2777777777778,2071.5555555555557,2418.9444444444443,2392.3888888888887,2820.6111111111113,2650.1666666666665,1525.7777777777778
1187.888888888889,1138.888888888889,1321.5,1590.611111111111,2059.6666666666665,2385.0555555555557,2328.1111111111113,2786.722222222222,2715.8333333333335,1610.5555555555557,1187.888888888889,1138.888888888889,1321.5,1590.611111111111,2059.6666666666665,2385.0555555555557,2328.1111111111113,2786.722222222222,2715.8333333333335,1610.5555555555557
1219.7777777777778,1185.0555555555557,1318.3333333333333,1587.8333333333333,2154.3333333333335,2500.722222222222,2458.5555555555557,2837.9444444444443,2820.9444444444443,1735.2777777777778,1219.7777777777778,1185.0555555555557,1318.3333333333333,1587.8333333333333,2154.3333333333335,2500.722222222222,2458.5555555555557,2837.9444444444443,2820.9444444444443,1735.2777777777778
1200.7222222222222,1155.6666666666667,1277.6666666666667,1562.5,2101.6666666666665,2458.0555555555557,2384.8333333333335,2792.5,2854.277777777778,1742.7222222222222,1200.7222222222222,1155.6666666666667,1277.6666666666667,1562.5,2101.6666666666665,2458.0555555555557,2384.8333333333335,2792.5,2854.277777777778,1742.7222222222222
1213.0555555555557,1158.2222222222222,1273.111111111111,1581.111111111111,2128.3333333333335,2497.0555555555557,2445.222222222222,2881.0555555555557,2923.722222222222,1837.4444444444443,1213.0555555555557,1158.2222222222222,1273.111111111111,1581.111111111111,2128.3333333333335,2497.0555555555557,2445.222222222222,2881.0555555555557,2923.722222222222,1837.4444444444443
1223.9444444444443,1183.2777777777778,1341.5555555555557,1610.2222222222222,2101.222222222222,2448.3888888888887,2359.0555555555557,2803.722222222222,2987.277777777778,1840.2222222222222,1223.9444444444443,1183.2777777777778,1341.5555555555557,1610.2222222222222,2101.222222222222,2448.3888888888887,2359.0555555555557,2803.722222222222,2987.277777777778,1840.2222222222222
1225.888888888889,1196.1666666666667,1365.3333333333333,1646.6666666666667,2147.277777777778,2519.6666666666665,2431.1111111111113,2877.777777777778,2913.3333333333335,1776.3333333333333,1225.888888888889,1196.1666666666667,1365.3333333333333,1646.6666666666667,2147.277777777778,2519.6666666666665,2431.1111111111113,2877.777777777778,2913.3333333333335,1776.3333333333333
1231.7222222222222,1193.9444444444443,1342.611111111111,1625.4444444444443,2146.5,2501.777777777778,2430.222222222222,2891.0,2941.6666666666665,1795.888888888889,1231.7222222222222,1193.9444444444443,1342.611111111111,1625.4444444444443,2146.5,2501.777777777778,2430.222222222222,2891.0,2941.6666666666665,1795.888888888889
1245.7222222222222,1214.5,1376.111111111111,1637.7777777777778,2126.6666666666665,2475.222222222222,2416.4444444444443,2839.3333333333335,3030.3888888888887,1843.0555555555557,1245.7222222222222,1214.5,1376.111111111111,1637.7777777777778,2126.6666666666665,2475.222222222222,2416.4444444444443,2839.3333333333335,3030.3888888888887,1843.0555555555557
1232.0,1198.2777777777778,1369.7222222222222,1620.4444444444443,2094.0,2423.777777777778,2341.0555555555557,2800.222222222222,3039.1666666666665,1833.1666666666667,1232.0,1198.2777777777778,1369.7222222222222,1620.4444444444443,2094.0,2423.777777777778,2341.0555555555557,2800.222222222222,3039.1666666666665,1833.1666666666667
1246.7222222222222,1215.2222222222222,1403.388888888889,1645.2777777777778,2099.5,2440.222222222222,2380.0,2823.722222222222,3110.5555555555557,1877.6666666666667,1246.7222222222222,1215.2222222222222,1403.388888888889,1645.2777777777778,2099.5,2440.222222222222,2380.0,2823.722222222222,3110.5555555555557,1877.6666666666667
1266.7777777777778,1250.2777777777778,1436.6666666666667,1669.9444444444443,2164.6111111111113,2524.6666666666665,2455.3333333333335,2886.3888888888887,3194.0,1994.3333333333333,1266.7777777777778,1250.2777777777778,1436.6666666666667,1669.9444444444443,2164.6111111111113,2524.6666666666665,2455.3333333333335,2886.3888888888887,3194.0,1994.3333333333333
1299.5555555555557,1289.7222222222222,1524.6666666666667,1743.9444444444443,2273.5,2627.4444444444443,2566.5,2997.1111111111113,3362.0555555555557,2243.0,1299.5555555555557,1289.7222222222222,1524.6666666666667,1743.9444444444443,2273.5,2627.4444444444443,2566.5,2997.1111111111113,3362.0555555555557,2243.0
1282.111111111111,1266.8333333333333,1486.2222222222222,1727.611111111111,2217.0555555555557,2556.5555555555557,2469.777777777778,2924.1111111111113,3293.8333333333335,2169.3333333333335,1282.111111111111,1266.8333333333333,1486.2222222222222,1727.611111111111,2217.0555555555557,2556.5555555555557,2469.777777777778,2924.1111111111113,3293.8333333333335,2169.3333333333335
1254.9444444444443,1237.2222222222222,1429.8333333333333,1671.4444444444443,2189.3333333333335,2512.1111111111113,2473.1666666666665,2917.1666666666665,3149.8888888888887,1982.2777777777778,1254.9444444444443,1237.2222222222222,1429.8333333333333,1671.4444444444443,2189.3333333333335,2512.1111111111113,2473.1666666666665,2917.1666666666665,3149.8888888888887,1982.2777777777778
1236.5555555555557,1196.6666666666667,1383.8333333333333,1630.2222222222222,2137.6666666666665,2463.0,2465.0,2890.6111111111113,3020.4444444444443,1819.7222222222222,1236.5555555555557,1196.6666666666667,1383.8333333333333,1630.2222222222222,2137.6666666666665,2463.0,2465.0,2890.6111111111113,3020.4444444444443,1819.7222222222222
1219.4444444444443,1189.9444444444443,1345.7777777777778,1619.5555555555557,2181.5,2511.1111111111113,2513.9444444444443,2902.5,3027.1111111111113,1874.5,1219.4444444444443,1189.9444444444443,1345.7777777777778,1619.5555555555557,2181.5,2511.1111111111113,2513.9444444444443,2902.5,3027.1111111111113,1874.5
1266.0555555555557,1276.2222222222222,1494.6666666666667,1706.4444444444443,2198.8333333333335,2528.3333333333335,2502.6111111111113,2933.6111111111113,3230.4444444444443,2082.0555555555557,1266.0555555555557,1276.2222222222222,1494.6666666666667,1706.4444444444443,2198.8333333333335,2528.3333333333335,2502.6111111111113,2933.6111111111113,3230.4444444444443,2082.0555555555557
1259.7777777777778,1255.0,1456.7777777777778,1714.8333333333333,2212.6666666666665,2570.3333333333335,2535.0555555555557,2969.3333333333335,3146.3333333333335,1961.0,1259.7777777777778,1255.0,1456.7777777777778,1714.8333333333333,2212.6666666666665,2570.3333333333335,2535.0555555555557,2969.3333333333335,3146.3333333333335,1961.0
1262.4444444444443,1234.2777777777778,1453.7777777777778,1715.5,2228.5555555555557,2571.3333333333335,2558.222222222222,3049.5555555555557,3259.8333333333335,1995.0555555555557,1262.4444444444443,1234.2777777777778,1453.7777777777778,1715.5,2228.5555555555557,2571.3333333333335,2558.222222222222,3049.5555555555557,3259.8333333333335,1995.0555555555557
1288.888888888889,1268.2777777777778,1519.7222222222222,1780.2777777777778,2273.5555555555557,2651.0,2657.9444444444443,3136.0,3413.8333333333335,2061.277777777778,1288.888888888889,1268.2777777777778,1519.7222222222222,1780.2777777777778,2273.5555555555557,2651.0,2657.9444444444443,3136.0,3413.8333333333335,2061.277777777778
1278.1666666666667,1264.4444444444443,1538.4444444444443,1767.611111111111,2253.722222222222,2648.6111111111113,2658.6111111111113,3192.3333333333335,3377.9444444444443,1937.9444444444443,1278.1666666666667,1264.4444444444443,1538.4444444444443,1767.611111111111,2253.722222222222,2648.6111111111113,2658.6111111111113,3192.3333333333335,3377.9444444444443,1937.9444444444443
1234.3333333333333,1208.4444444444443,1412.7777777777778,1697.0555555555557,2228.1666666666665,2640.8333333333335,2637.4444444444443,3144.0,3142.9444444444443,1786.1666666666667,1234.3333333333333,1208.4444444444443,1412.7777777777778,1697.0555555555557,2228.1666666666665,2640.8333333333335,2637.4444444444443,3144.0,3142.9444444444443,1786.1666666666667
1254.611111111111,1242.388888888889,1440.8333333333333,1720.6666666666667,2212.722222222222,2568.0555555555557,2596.6111111111113,3006.0555555555557,3051.8888888888887,1788.7777777777778,1254.611111111111,1242.388888888889,1440.8333333333333,1720.6666666666667,2212.722222222222,2568.0555555555557,2596.6111111111113,3006.0555555555557,3051.8888888888887,1788.7777777777778
1273.388888888889,1263.9444444444443,1477.611111111111,1747.0,2227.1666666666665,2613.3888888888887,2613.3888888888887,3051.5,3046.6666666666665,1776.888888888889,1273.388888888889,1263.9444444444443,1477.611111111111,1747.0,2227.1666666666665,2613.3888888888887,2613.3888888888887,3051.5,3046.6666666666665,1776.888888888889
1288.388888888889,1297.5555555555557,1538.5,1868.3333333333333,2331.777777777778,2747.1666666666665,2792.5555555555557,3262.277777777778,3243.3333333333335,1918.1666666666667,1288.388888888889,1297.5555555555557,1538.5,1868.3333333333333,2331.777777777778,2747.1666666666665,2792.5555555555557,3262.277777777778,3243.3333333333335,1918.1666666666667
1309.7777777777778,1308.3333333333333,1630.7777777777778,1883.2222222222222,2264.1111111111113,2631.6111111111113,2621.8888888888887,3097.277777777778,3462.5555555555557,2217.5,1309.7777777777778,1308.3333333333333,1630.7777777777778,1883.2222222222222,2264.1111111111113,2631.6111111111113,2621.8888888888887,3097.277777777778,3462.5555555555557,2217.5
1344.7222222222222,1344.5555555555557,1637.6666666666667,1817.111111111111,2239.3888888888887,2572.777777777778,2527.8888888888887,2968.6111111111113,3483.8888888888887,2415.5555555555557,1344.7222222222222,1344.5555555555557,1637.6666666666667,1817.111111111111,2239.3888888888887,2572.777777777778,2527.8888888888887,2968.6111111111113,3483.8888888888887,2415.5555555555557
1320.3333333333333,1323.2222222222222,1636.0,1852.2222222222222,2269.6111111111113,2599.0,2576.6111111111113,3021.5,3450.1111111111113,2307.8888888888887,1320.3333333333333,1323.2222222222222,1636.0,1852.2222222222222,2269.6111111111113,2599.0,2576.6111111111113,3021.5,3450.1111111111113,2307.8888888888887
1239.6666666666667,1170.2222222222222,1391.0555555555557,1564.0555555555557,1858.8333333333333,2159.5555555555557,2166.0,2615.3333333333335,3223.3333333333335,2020.7222222222222,1239.6666666666667,1170.2222222222222,1391.0555555555557,1564.0555555555557,1858.8333333333333,2159.5555555555557,2166.0,2615.3333333333335,3223.3333333333335,2020.7222222222222
1213.0,1129.2222222222222,1340.111111111111,1510.611111111111,1829.611111111111,2116.3333333333335,2230.777777777778,2610.0,3087.6666666666665,1883.611111111111,1213.0,1129.2222222222222,1340.111111111111,1510.611111111111,1829.611111111111,2116.3333333333335,2230.777777777778,2610.0,3087.6666666666665,1883.611111111111
1248.4444444444443,1200.1666666666667,1402.611111111111,1560.111111111111,1911.111111111111,2222.9444444444443,2308.6666666666665,2697.3888888888887,3038.0555555555557,1918.611111111111,1248.4444444444443,1200.1666666666667,1402.611111111111,1560.111111111111,1911.111111111111,2222.9444444444443,2308.6666666666665,2697.3888888888887,3038.0555555555557,1918.611111111111
1179.0555555555557,1097.5,1259.4444444444443,1467.5,1821.5,2131.1111111111113,2182.8888888888887,2566.3333333333335,2994.9444444444443,1784.111111111111,1179.0555555555557,1097.5,1259.4444444444443,1467.5,1821.5,2131.1111111111113,2182.8888888888887,2566.3333333333335,2994.9444444444443,1784.111111111111
1186.7777777777778,1105.888888888889,1275.111111111111,1496.5555555555557,1865.7222222222222,2187.277777777778,2193.1111111111113,2618.8888888888887,3182.3888888888887,1935.5,1186.7777777777778,1105.888888888889,1275.111111111111,1496.5555555555557,1865.7222222222222,2187.277777777778,2193.1111111111113,2618.8888888888887,3182.3888888888887,1935.5
1240.6666666666667,1165.7222222222222,1344.0555555555557,1515.111111111111,1882.7222222222222,2193.0555555555557,2148.1666666666665,2600.222222222222,3329.0555555555557,2138.5,1240.6666666666667,1165.7222222222222,1344.0555555555557,1515.111111111111,1882.7222222222222,2193.0555555555557,2148.1666666666665,2600.222222222222,3329.0555555555557,2138.5
1198.611111111111,1115.5,1283.3333333333333,1491.0,1869.111111111111,2212.4444444444443,2188.222222222222,2605.1666666666665,3276.1111111111113,1997.1666666666667,1198.611111111111,1115.5,1283.3333333333333,1491.0,1869.111111111111,2212.4444444444443,2188.222222222222,2605.1666666666665,3276.1111111111113,1997.1666666666667
1234.611111111111,1167.5555555555557,1366.1666666666667,1553.888888888889,1925.5555555555557,2247.8888888888887,2228.8333333333335,2651.5,3348.8888888888887,2092.277777777778,1234.611111111111,1167.5555555555557,1366.1666666666667,1553.888888888889,1925.5555555555557,2247.8888888888887,2228.8333333333335,2651.5,3348.8888888888887,2092.277777777778
1224.6666666666667,1152.2222222222222,1314.111111111111,1479.8333333333333,1858.1666666666667,2172.0555555555557,2156.3888888888887,2563.722222222222,3150.0555555555557,2004.6666666666667,1224.6666666666667,1152.2222222222222,1314.111111111111,1479.8333333333333,1858.1666666666667,2172.0555555555557,2156.3888888888887,2563.722222222222,3150.0555555555557,2004.6666666666667
1161.888888888889,1085.7222222222222,1100.611111111111,1385.5,1816.8333333333333,2118.722222222222,2107.5555555555557,2506.0555555555557,2779.6111111111113,1734.3333333333333,1161.888888888889,1085.7222222222222,1100.611111111111,1385.5,1816.8333333333333,2118.722222222222,2107.5555555555557,2506.0555555555557,2779.6111111111113,1734.3333333333333
1156.9444444444443,1082.2222222222222,1070.5,1362.3333333333333,1836.0555555555557,2146.777777777778,2173.0,2526.1666666666665,2568.3333333333335,1572.7222222222222,1156.9444444444443,1082.2222222222222,1070.5,1362.3333333333333,1836.0555555555557,2146.777777777778,2173.0,2526.1666666666665,2568.3333333333335,1572.7222222222222
1180.3333333333333,1098.3333333333333,1113.888888888889,1372.0,1797.0555555555557,2088.222222222222,2107.4444444444443,2466.5,2673.5555555555557,1689.5,1180.3333333333333,1098.3333333333333,1113.888888888889,1372.0,1797.0555555555557,2088.222222222222,2107.4444444444443,2466.5,2673.5555555555557,1689.5
1192.1666666666667,1109.0,1194.611111111111,1417.9444444444443,1804.0555555555557,2101.0555555555557,2105.277777777778,2477.8333333333335,2914.6666666666665,1855.1666666666667,1192.1666666666667,1109.0,1194.611111111111,1417.9444444444443,1804.0555555555557,2101.0555555555557,2105.277777777778,2477.8333333333335,2914.6666666666665,1855.1666666666667
1194.5,1120.8333333333333,1242.0555555555557,1469.111111111111,1852.8333333333333,2181.5,2191.722222222222,2598.722222222222,3113.8888888888887,1972.6666666666667,1194.5,1120.8333333333333,1242.0555555555557,1469.111111111111,1852.8333333333333,2181.5,2191.722222222222,2598.722222222222,3113.8888888888887,1972.6666666666667
